plateid, locationid, ra, dec, apgver, vdone, vplan, SN, history
10210, 5550, 15.2207, -33.68896, 100, 25, 24, 0, 58290,58293,58296,58297,58321,58324,58328,58351,58354,58357,58442,58445,
10211, 5550, 15.2207, -33.68896, 100, 25, 24, 0, 58381,58384,58412,58415,58439,58448,
10212, 5550, 15.2207, -33.68896, 100, 25, 24, 0, 58348,58418,58471,58474,58479,58773,58827,
10277, 5553, 76.21948, -68.90035, 100, 5, 3, 0, 58123,59229,
10278, 5553, 76.21948, -68.90035, 100, 5, 3, 0, 58123,59187,59229,
10279, 5554, 80.82827, -69.42734, 100, 2, 3, 0, 58124,
10280, 5554, 80.82827, -69.42734, 100, 2, 3, 0, 58124,
10281, 5555, 72.68382, -69.83139, 100, 2, 3, 0, 58124,59194,
10282, 5556, 75.36352, -67.10529, 100, 2, 3, 0, 58123,59194,
10283, 5557, 75.36262, -70.67383, 100, 2, 3, 0, 58145,58503,
10284, 5558, 84.85724, -69.19339, 100, 2, 3, 0, 58145,59194,
10294, 5559, 168.69538, -61.26687, 100, 5, 3, 0, 58146,58147,58148,58149,
10295, 5559, 168.69538, -61.26687, 100, 5, 3, 0, 58148,
10297, 5560, 164.29006, -60.84545, 100, 1, 1, 0, 58147,
10298, 5561, 154.3058, -57.86093, 100, 1, 1, 0, 58147,
10306, 5562, 105.17408, -76.45349, 100, 1, 1, 0, 58146,
10307, 5563, 97.53255, -76.44244, 100, 1, 1, 0, 58147,
10308, 5564, 90.21366, -76.43637, 100, 1, 1, 0, 58149,
10309, 5565, 82.0992, -76.43184, 100, 1, 1, 0, 58148,
10310, 5566, 74.77169, -76.40015, 100, 1, 1, 0, 58147,
10311, 5567, 94.59949, -78.13666, 100, 1, 1, 0, 58412,
10312, 5568, 85.31918, -78.0966, 100, 2, 1, 0, 58146,58176,
10313, 5569, 62.65405, -64.91033, 100, 1, 1, 0, 58149,
10314, 5570, 62.64751, -66.6196, 100, 1, 1, 0, 58148,
10315, 5571, 63.17568, -68.14312, 100, 1, 1, 0, 58412,
10316, 5572, 64.1929, -69.72678, 100, 1, 1, 0, 58412,
10317, 5573, 58.46223, -69.92683, 100, 1, 1, 0, 58146,
10318, 5574, 58.93009, -71.5324, 100, 1, 1, 0, 58411,
10320, 5575, 114.60567, -73.17222, 100, 2, 2, 0, 58146,58148,
10321, 5576, 71.13617, -73.03626, 100, 1, 1, 0, 58439,
10322, 5577, 65.09252, -73.11933, 100, 1, 1, 0, 58440,
10323, 5578, 72.73676, -74.98036, 100, 1, 1, 0, 58440,
10324, 5579, 66.03663, -74.74543, 100, 1, 1, 0, 58469,
10325, 5580, 108.50636, -73.15016, 100, 1, 1, 0, 58147,
10326, 5581, 102.75023, -73.21003, 100, 1, 1, 0, 58177,
10327, 5582, 96.15441, -73.12482, 100, 1, 1, 0, 58149,
10328, 5583, 89.59489, -73.10614, 100, 1, 1, 0, 58148,
10329, 5584, 83.76264, -73.18074, 100, 1, 1, 0, 58439,
10330, 5585, 77.84444, -73.18881, 100, 1, 1, 0, 58177,
10331, 5586, 113.83773, -74.84136, 100, 1, 1, 0, 58149,
10332, 5587, 107.36418, -74.89842, 100, 1, 1, 0, 58469,
10333, 5588, 100.58161, -74.72774, 100, 1, 1, 0, 58834,
10334, 5589, 93.49012, -74.83355, 100, 1, 1, 0, 58176,
10335, 5590, 86.78369, -74.77027, 100, 1, 1, 0, 58440,
10336, 5591, 79.56503, -74.69815, 100, 1, 1, 0, 58469,
10337, 5592, 121.56719, -69.75559, 100, 1, 1, 0, 58176,
10338, 5593, 116.05424, -69.8216, 100, 1, 1, 0, 58123,
10339, 5594, 117.84244, -64.98446, 100, 1, 1, 0, 58145,
10340, 5595, 117.31768, -66.44952, 100, 1, 1, 0, 58124,
10341, 5596, 117.06897, -68.23449, 100, 1, 1, 0, 58149,
10342, 5597, 217.89809, -62.55623, 100, 2, 1, 0, 58145,58149,
10391, 5642, 153.20747, -1.67729, 100, 25, 24, 0, 58209,58212,58215,58235,58472,58861,58916,58922,58923,
10392, 5642, 153.20747, -1.67729, 100, 25, 24, 0, 58481,58501,58506,58509,58562,58565,58592,58617,58620,58626,58885,58888,58891,58913,58919,
10393, 5642, 153.20747, -1.67729, 100, 25, 24, 0, 58894,
10394, 5643, 267.55825, -36.73665, 110, 1, 3, 0, 58297,
10396, 5644, 279.07205, -23.69639, 110, 1, 1, 0, 58590,
10397, 5644, 279.07205, -23.69639, 210, 2, 1, 0, 58591,58592,
10398, 5644, 279.07205, -23.69639, 310, 1, 1, 0, 58593,
10399, 5644, 279.07205, -23.69639, 420, 1, 1, 0, 58594,
10400, 5644, 279.07205, -23.69639, 520, 1, 1, 0, 58616,
10401, 5644, 279.07205, -23.69639, 620, 1, 1, 0, 58617,
10402, 5645, 127.97968, -39.89325, 110, 3, 3, 0, 58176,58179,58206,
10403, 5645, 127.97968, -39.89325, 210, 3, 3, 0, 58177,58180,58207,
10404, 5645, 127.97968, -39.89325, 320, 3, 3, 0, 58178,58181,58208,
10405, 5645, 127.97968, -39.89325, 420, 3, 3, 0, 58182,58185,58208,
10406, 5646, 146.68963, -53.43393, 100, 3, 3, 0, 58178,58181,58206,
10407, 5647, 144.36438, -60.26752, 110, 3, 3, 0, 58178,58181,58206,
10408, 5648, 151.12972, -55.56894, 110, 3, 3, 0, 58176,58179,58207,
10409, 5648, 151.12972, -55.56894, 210, 3, 3, 0, 58180,58183,58208,
10410, 5649, 178.13313, -62.44837, 110, 3, 3, 0, 58182,58185,58208,
10412, 5649, 178.13313, -62.44837, 210, 3, 3, 0, 58207,58210,58235,
10414, 5539, 185.6292, -66.5571, 210, 3, 3, 0, 58180,58183,58206,
10415, 5540, 186.173, -62.8563, 841, 3, 3, 0, 58506,58509,58564,
10416, 5541, 187.3732, -58.4077, 210, 3, 3, 0, 58178,58181,58206,
10417, 5541, 187.3732, -58.4077, 320, 3, 3, 0, 58179,58182,58215,
10418, 5541, 187.3732, -58.4077, 420, 3, 3, 0, 58180,58183,58235,
10419, 5650, 188.67996, -50.93324, 110, 3, 3, 0, 58212,58215,58618,
10420, 5650, 188.67996, -50.93324, 210, 3, 3, 0, 58214,58235,58619,
10421, 5542, 209.9092, -61.7233, 210, 4, 3, 0, 58212,58215,58915,58918,
10422, 5547, 268.9257, -32.862, 210, 2, 1, 0, 58183,58590,
10423, 5651, 189.67658, -68.51349, 100, 3, 3, 0, 58501,58508,58561,
10424, 5653, 132.81152, 11.50237, 100, 1, 1, 0, 58183,
10425, 5211, 94.1939, -18.7631, 100, 3, 3, 0, 58210,58213,58768,
10426, 5209, 97.5145, -31.4373, 100, 3, 3, 0, 58180,58183,58207,
10428, 5652, 189.66176, -60.85692, 100, 3, 3, 0, 58500,58509,58560,
10525, 5668, 268.37057, -30.02183, 110, 2, 1, 0, 58709,58710,
10529, 5669, 264.59649, -27.93711, 110, 2, 1, 0, 58689,58708,
10530, 5669, 264.59649, -27.93711, 210, 2, 1, 0, 58709,58710,
10533, 5670, 254.01321, -40.14066, 110, 2, 1, 0, 58211,58562,
10534, 5671, 258.04896, -39.76032, 100, 3, 3, 0, 58214,58241,58273,
10535, 5672, 264.04873, -39.55954, 110, 2, 1, 0, 58295,58677,
10536, 5672, 264.04873, -39.55954, 210, 2, 1, 0, 58296,58921,
10537, 5672, 264.04873, -39.55954, 310, 1, 1, 0, 58297,
10538, 5673, 255.83274, -35.03507, 110, 2, 1, 0, 58182,58593,
10539, 5673, 255.83274, -35.03507, 210, 2, 1, 0, 58185,58594,
10540, 5673, 255.83274, -35.03507, 310, 1, 1, 0, 58206,
10541, 5674, 261.67181, -32.02215, 110, 3, 1, 0, 58294,58622,58627,
10542, 5675, 255.65026, -28.53177, 110, 2, 1, 0, 58275,58563,
10543, 5676, 266.85565, -31.91299, 110, 2, 1, 0, 58656,58658,
10545, 5530, 270.30444, -30.97792, 420, 1, 1, 0, 58213,
10551, 5679, 267.09386, -23.23259, 110, 2, 1, 0, 58563,58566,
10552, 5680, 261.81121, -20.46427, 110, 2, 1, 0, 58185,58591,
10553, 5337, 261.21259, -14.12207, 200, 3, 3, 0, 58236,58265,58272,
10554, 5682, 258.31678, -42.58681, 110, 2, 1, 0, 58241,58619,
10555, 5683, 242.90226, -32.05346, 110, 2, 1, 0, 58207,58616,
10556, 5683, 242.90226, -32.05346, 210, 2, 1, 0, 58208,58617,
10557, 5683, 242.90226, -32.05346, 310, 1, 1, 0, 58209,
10558, 5684, 271.67967, -37.17623, 110, 2, 1, 0, 58274,58298,
10559, 5685, 259.27676, -30.76601, 110, 3, 1, 0, 58294,58566,58621,
10560, 5685, 259.27676, -30.76601, 210, 2, 1, 0, 58622,58644,
10562, 5293, 201.73592, -47.51123, 111, 3, 3, 0, 58270,58273,58297,
10563, 5293, 201.73592, -47.51123, 211, 3, 3, 0, 58271,58274,58298,
10564, 5293, 201.73592, -47.51123, 321, 3, 3, 0, 58272,58275,58299,
10565, 5293, 201.73592, -47.51123, 421, 4, 3, 0, 58294,58324,58328,
10566, 5293, 201.73592, -47.51123, 532, 3, 3, 0, 58295,58329,58917,
10567, 5293, 201.73592, -47.51123, 632, 3, 3, 0, 58330,58918,58921,
10568, 5293, 201.73592, -47.51123, 742, 3, 3, 0, 58920,58923,
10569, 5293, 201.73592, -47.51123, 842, 3, 3, 0, 58913,58922,59228,
10570, 5686, 283.59274, -30.62304, 110, 6, 6, 0, 58590,58593,58616,58621,58644,58655,
10571, 5686, 283.59274, -30.62304, 210, 6, 6, 0, 58358,58413,58415,58418,58656,58660,
10572, 5687, 281.70971, -30.72333, 110, 3, 3, 0, 58350,58387,58712,
10573, 5687, 281.70971, -30.72333, 210, 3, 3, 0, 58713,58766,58769,
10574, 5688, 285.33123, -31.51146, 110, 3, 3, 0, 58272,58275,58348,
10575, 5688, 285.33123, -31.51146, 210, 3, 3, 0, 58274,58383,58386,
10576, 5689, 284.09283, -28.93223, 110, 4, 3, 0, 58265,58322,58354,58416,
10577, 5689, 284.09283, -28.93223, 210, 3, 3, 0, 58323,58355,58414,
10590, 5654, 239.89526, -25.81884, 100, 1, 1, 0, 58242,
10591, 5655, 241.99889, -24.38271, 100, 1, 1, 0, 58243,
10592, 5656, 243.94526, -25.12153, 100, 1, 1, 0, 58242,
10593, 5657, 246.6157, -25.04021, 100, 1, 2, 0, 58242,
10594, 5658, 245.92104, -22.58185, 100, 1, 1, 0, 58242,
10595, 5659, 243.02498, -19.06233, 100, 1, 1, 0, 58242,
10596, 5661, 121.40177, -71.52553, 100, 1, 1, 0, 58242,
10598, 5690, 112.58191, -66.65596, 100, 2, 1, 0, 58262,58471,
10599, 5691, 113.43307, -64.95413, 100, 1, 1, 0, 58243,
10600, 5692, 110.71232, -61.51795, 100, 1, 1, 0, 58242,
10601, 5693, 111.70677, -59.9025, 100, 1, 1, 0, 58243,
10602, 5680, 261.81121, -20.46427, 210, 2, 1, 0, 58265,58592,
10603, 5694, 123.27237, -19.76361, 110, 3, 3, 0, 58415,58418,58441,
10604, 5695, 127.04904, -49.10192, 110, 3, 3, 0, 58241,58414,58417,
10605, 5696, 140.19651, -41.35097, 110, 3, 3, 0, 58446,58862,58887,
10606, 5697, 145.47406, -37.00467, 110, 3, 3, 0, 58889,58892,58915,
10607, 5252, 138.3114, -48.2096, 741, 4, 3, 0, 58263,58444,58447,58894,
10608, 5252, 138.3114, -48.2096, 841, 3, 3, 0, 58264,58445,58448,
10609, 5698, 142.27208, -45.45674, 110, 3, 3, 0, 58442,58472,58594,
10610, 5698, 142.27208, -45.45674, 210, 3, 3, 0, 58473,58618,58621,
10613, 5259, 157.0004, -50.6397, 210, 3, 3, 0, 58892,58917,58920,
10614, 5267, 168.4825, -73.464, 210, 3, 3, 0, 58261,58265,58502,
10615, 5266, 182.2801, -50.1554, 210, 3, 3, 0, 58476,58481,58503,
10616, 5261, 213.9209, -67.5671, 210, 4, 3, 0, 58564,58595,58618,58621,
10617, 5260, 207.3688, -56.0367, 320, 3, 3, 0, 58563,58566,58592,
10618, 5262, 205.0701, -50.2668, 210, 3, 3, 0, 58565,58594,58618,
10619, 5700, 236.60892, -69.90226, 100, 4, 3, 0, 58621,58656,58660,58676,
10621, 5268, 230.2479, -49.9288, 210, 2, 3, 0, 58353,58714,
10622, 5351, 225.67617, -44.99249, 210, 3, 3, 0, 58889,58892,58920,
10623, 5265, 241.0415, -44.6195, 210, 3, 3, 0, 58626,58681,58885,
10625, 5369, 240.29093, -36.88303, 210, 3, 3, 0, 58622,58644,58655,
10626, 5702, 238.60861, -35.37822, 110, 2, 1, 0, 58241,58590,
10627, 5702, 238.60861, -35.37822, 210, 2, 1, 0, 58262,58591,
10628, 5702, 238.60861, -35.37822, 310, 3, 1, 0, 58263,58656,58921,
10629, 5362, 248.55509, -29.87246, 200, 3, 3, 0, 58272,58275,58298,
10643, 5725, 270.33243, -27.32917, 100, 1, 1, 0, 58261,
10644, 5416, 267.0558, -24.32706, 100, 1, 1, 0, 58262,
10645, 5423, 268.37288, -21.76855, 100, 2, 1, 0, 58263,
10646, 5424, 266.2588, -35.53171, 100, 1, 1, 0, 58261,
10647, 5412, 266.21926, -25.72696, 100, 1, 1, 0, 58262,
10648, 5419, 267.85791, -23.27007, 100, 1, 1, 0, 58263,
10649, 5426, 268.08342, -34.97442, 100, 2, 1, 0, 58264,
10650, 5429, 268.76128, -33.68647, 100, 1, 1, 0, 58292,
10652, 5413, 265.30811, -24.43102, 100, 1, 1, 0, 58292,
10668, 5715, 251.16719, -19.11986, 110, 2, 1, 0, 58238,58616,
10669, 5715, 251.16719, -19.11986, 210, 2, 1, 0, 58265,58617,
10670, 5715, 251.16719, -19.11986, 310, 1, 1, 0, 58297,
10671, 5716, 277.01887, -28.38592, 110, 2, 1, 0, 58684,58685,
10672, 5716, 277.01887, -28.38592, 210, 2, 1, 0, 58688,58689,
10674, 5717, 273.56083, -26.72774, 110, 2, 1, 0, 58676,58683,
10675, 5717, 273.56083, -26.72774, 210, 2, 1, 0, 58684,58685,
10677, 5679, 267.09386, -23.23259, 210, 2, 1, 0, 58621,58644,
10679, 5718, 265.66885, -22.36972, 110, 2, 1, 0, 58272,58592,
10680, 5718, 265.66885, -22.36972, 210, 2, 1, 0, 58273,58593,
10681, 5718, 265.66885, -22.36972, 310, 2, 1, 0, 58274,58298,
10682, 5680, 261.81121, -20.46427, 310, 3, 1, 0, 58270,58271,58298,
10683, 5719, 276.25967, -16.76312, 110, 2, 1, 0, 58660,58682,
10684, 5720, 274.49509, -16.11858, 110, 2, 1, 0, 58644,58655,
10685, 5720, 274.49509, -16.11858, 210, 3, 1, 0, 58657,58658,58660,
10686, 5721, 280.38155, -13.39214, 110, 2, 1, 0, 58655,58656,
10687, 5721, 280.38155, -13.39214, 210, 2, 1, 0, 58657,58660,
10688, 5696, 140.19651, -41.35097, 200, 3, 3, 0, 58447,58893,58919,
10689, 5697, 145.47406, -37.00467, 210, 3, 3, 0, 58890,58893,58916,
10690, 5259, 157.0004, -50.63966, 320, 3, 3, 0, 58892,58913,58918,
10691, 5259, 157.0004, -50.63966, 420, 3, 3, 0, 58893,58918,58921,
10692, 5722, 161.37163, -45.43281, 110, 3, 3, 0, 58238,58862,58889,
10693, 5722, 161.37163, -45.43281, 210, 3, 3, 0, 58472,58863,58890,
10694, 5349, 174.23711, -67.88013, 210, 3, 3, 0, 58238,58241,58501,
10695, 5350, 221.06348, -73.06175, 210, 3, 3, 0, 58619,58655,58658,
10696, 5261, 213.9209, -67.56716, 320, 3, 3, 0, 58706,58915,58918,
10697, 5261, 213.9209, -67.56716, 420, 2, 3, 0, 58916,58919,
10698, 5260, 207.36887, -56.03668, 420, 3, 3, 0, 58564,58593,58617,
10699, 5353, 252.35799, -63.5813, 210, 3, 3, 0, 58238,58299,58331,
10700, 5265, 241.0415, -44.6195, 320, 3, 3, 0, 58682,58886,58893,
10701, 5265, 241.0415, -44.6195, 420, 3, 3, 0, 58894,58912,58923,
10703, 5723, 241.9719, -38.32845, 110, 3, 1, 0, 58265,58561,58921,
10704, 5723, 241.9719, -38.32845, 210, 3, 1, 0, 58266,58562,58922,
10707, 5724, 265.64018, -34.31924, 110, 2, 1, 0, 58325,58655,
10708, 5730, 242.97235, -59.77167, 110, 4, 3, 0, 58238,58265,58270,58273,
10709, 5730, 242.97235, -59.77167, 210, 4, 3, 0, 58266,58271,58294,58297,
10710, 5731, 176.20339, -14.85532, 111, 6, 6, 0, 58238,58262,58265,58270,58273,58290,
10711, 5731, 176.20339, -14.85532, 211, 6, 6, 0, 58264,58271,58274,58291,58296,58473,
10712, 5731, 176.20339, -14.85532, 321, 6, 6, 0, 58266,58272,58275,58292,58474,58479,
10713, 5731, 176.20339, -14.85532, 421, 6, 6, 0, 58293,58475,58480,58500,58507,58561,
10714, 5732, 205.38767, -16.16159, 111, 6, 6, 0, 58238,58266,58270,58273,58294,58297,
10715, 5732, 205.38767, -16.16159, 211, 6, 6, 0, 58271,58274,58295,58299,58331,58561,
10716, 5732, 205.38767, -16.16159, 321, 6, 6, 0, 58272,58275,58296,58562,58566,58590,
10717, 5732, 205.38767, -16.16159, 421, 6, 6, 0, 58563,58591,58594,58597,58616,58619,
10718, 5733, 285.46008, -36.66466, 100, 2, 2, 0, 58262,58263,
10719, 5734, 284.9309, -36.78801, 100, 2, 2, 0, 58263,58264,
10818, 5744, 270.88134, -27.36217, 111, 1, 1, 0, 58290,
10819, 5744, 270.88134, -27.36217, 211, 1, 1, 0, 58290,
10820, 5744, 270.88134, -27.36217, 311, 2, 1, 0, 58291,58321,
10821, 5744, 270.88134, -27.36217, 421, 1, 1, 0, 58291,
10822, 5744, 270.88134, -27.36217, 521, 2, 1, 0, 58290,58291,
10823, 5744, 270.88134, -27.36217, 621, 1, 1, 0, 58291,
10824, 5745, 262.75828, -30.75286, 111, 1, 1, 0, 58290,
10825, 5745, 262.75828, -30.75286, 211, 2, 1, 0, 58290,58291,
10826, 5745, 262.75828, -30.75286, 311, 1, 1, 0, 58291,
10827, 5745, 262.75828, -30.75286, 421, 2, 1, 0, 58291,58321,
10828, 5745, 262.75828, -30.75286, 521, 1, 1, 0, 58321,
10830, 5746, 278.42615, -23.57957, 111, 1, 1, 0, 58411,
10831, 5746, 278.42615, -23.57957, 211, 1, 1, 0, 58321,
10832, 5746, 278.42615, -23.57957, 311, 1, 1, 0, 58654,
10833, 5746, 278.42615, -23.57957, 421, 1, 1, 0, 58654,
10834, 5746, 278.42615, -23.57957, 521, 1, 1, 0, 58675,
10944, 5785, 239.8666, -24.11106, 100, 1, 1, 0, 58350,
10945, 5786, 241.74668, -22.93319, 100, 1, 1, 0, 58320,
10947, 5788, 244.77238, -24.24189, 100, 1, 1, 0, 58560,
10948, 5789, 245.04091, -25.85734, 100, 1, 1, 0, 58320,
10952, 5793, 242.77526, -27.72214, 100, 1, 1, 0, 58350,
10953, 5794, 70.7362, -58.32303, 100, 1, 1, 0, 58774,
10954, 5795, 75.58674, -59.87875, 100, 1, 1, 0, 58350,
10955, 5796, 68.89991, -61.66225, 100, 1, 1, 0, 58349,
10956, 5797, 65.28482, -61.64749, 100, 1, 1, 0, 58350,
10957, 5798, 66.63076, -64.94538, 100, 1, 1, 0, 58412,
10958, 5338, 283.58947, -25.70741, 200, 4, 3, 0, 58357,58381,58382,58385,
10959, 5736, 287.8718, -22.06047, 110, 3, 1, 0, 58328,58618,58621,
10960, 5736, 287.8718, -22.06047, 210, 2, 1, 0, 58349,58644,
10961, 5339, 263.78476, -10.08623, 200, 3, 3, 0, 58329,58352,58355,
10962, 5738, 273.2987, -9.51626, 110, 2, 1, 0, 58328,58617,
10963, 5738, 273.2987, -9.51626, 210, 2, 1, 0, 58329,58618,
10964, 5738, 273.2987, -9.51626, 310, 2, 1, 0, 58330,58331,
10965, 5738, 273.2987, -9.51626, 420, 1, 1, 0, 58353,
10966, 5682, 258.31678, -42.58681, 210, 3, 1, 0, 58352,58689,58707,
10968, 5684, 271.67967, -37.17623, 210, 2, 1, 0, 58324,58660,
10973, 5719, 276.25967, -16.76312, 210, 2, 1, 0, 58683,58684,
10975, 5670, 254.01321, -40.14066, 210, 2, 1, 0, 58685,58711,
10977, 5674, 261.67181, -32.02215, 210, 2, 1, 0, 58330,58711,
10978, 5675, 255.65026, -28.53177, 210, 2, 1, 0, 58324,58707,
10979, 5547, 268.92573, -32.86201, 310, 1, 1, 0, 58330,
11026, 5472, 270.93959, -29.40852, 420, 1, 1, 0, 58328,
11028, 5472, 270.93959, -29.40852, 620, 2, 1, 0, 58353,58412,
11029, 5799, 268.23621, -18.41884, 110, 2, 1, 0, 58564,58677,
11030, 5799, 268.23621, -18.41884, 210, 2, 1, 0, 58682,58683,
11032, 5532, 272.42698, -14.87425, 210, 2, 1, 0, 58328,58773,
11033, 5800, 258.76206, -49.0149, 110, 3, 3, 0, 58357,58381,58384,
11034, 5800, 258.76206, -49.0149, 210, 3, 3, 0, 58358,58382,58385,
11035, 5800, 258.76206, -49.0149, 320, 2, 3, 0, 58383,58387,
11036, 5801, 13.49851, -26.76464, 110, 3, 3, 0, 58324,58329,58350,
11037, 5801, 13.49851, -26.76464, 210, 3, 3, 0, 58325,58331,58351,
11039, 5802, 355.67726, -10.15783, 210, 8, 6, 0, 58352,58417,58774,58803,59143,59144,59145,59146,
11156, 5523, 11.25066, -73.22922, 100, 12, 12, 0, 58412,58415,58657,58660,58677,58681,58684,
11157, 5521, 5.07043, -77.22261, 100, 13, 12, 0, 58384,58419,58655,
11158, 5802, 355.67726, -10.15783, 110, 7, 6, 0, 58411,58674,58675,58773,58797,58802,58805,
11161, 5529, 14.38745, -71.09453, 211, 6, 3, 0, 58383,58644,
11166, 5860, 80.05918, -65.69253, 100, 2, 1, 0, 58438,58502,
11167, 5861, 74.70726, -66.72936, 100, 1, 1, 0, 58468,
11168, 5862, 77.74816, -66.87526, 100, 1, 1, 0, 58468,
11169, 5863, 81.89251, -66.89161, 100, 1, 1, 0, 58438,
11170, 5864, 84.14499, -67.51851, 100, 1, 1, 0, 58438,
11171, 5865, 76.27908, -68.35727, 100, 1, 1, 0, 58438,
11172, 5866, 79.95736, -68.12268, 100, 1, 1, 0, 58468,
11174, 5868, 81.87041, -69.36878, 100, 1, 1, 0, 58413,
11175, 5869, 83.11923, -69.21843, 100, 1, 1, 0, 59234,
11176, 5870, 72.44264, -69.22454, 100, 1, 1, 0, 58438,
11177, 5871, 77.69808, -69.75111, 100, 1, 1, 0, 58468,
11178, 5872, 74.01594, -70.61404, 100, 1, 1, 0, 58413,
11179, 5873, 20.17171, -73.08001, 100, 2, 2, 0, 58413,58438,
11180, 5874, 15.44637, -72.28764, 100, 1, 1, 0, 58413,
11181, 5875, 15.99513, -73.46246, 100, 1, 1, 0, 58413,
11182, 5876, 12.67435, -72.3229, 100, 1, 1, 0, 58438,
11183, 5877, 11.51992, -73.47818, 100, 1, 1, 0, 58413,
11184, 5878, 85.26312, -55.07878, 100, 1, 1, 0, 58773,
11185, 5879, 76.81257, -56.80224, 100, 1, 1, 0, 58773,
11186, 5880, 74.50825, -58.20825, 100, 1, 1, 0, 58411,
11187, 5881, 78.32579, -58.41181, 100, 1, 1, 0, 58440,
11188, 5882, 78.93686, -59.99512, 100, 1, 1, 0, 58774,
11189, 5883, 68.45126, -59.81489, 100, 1, 1, 0, 58439,
11190, 5884, 71.85774, -60.00321, 100, 1, 1, 0, 58469,
11191, 5885, 76.56951, -61.58682, 100, 1, 1, 0, 58773,
11192, 5886, 73.0977, -61.53998, 100, 1, 1, 0, 58774,
11193, 5887, 85.85134, -63.28986, 100, 1, 1, 0, 58439,
11194, 5888, 89.95931, -63.28166, 100, 1, 1, 0, 58411,
11195, 5889, 93.92871, -63.33397, 100, 1, 1, 0, 58774,
11196, 5890, 69.96366, -63.35762, 100, 1, 1, 0, 58439,
11197, 5891, 65.9735, -63.29877, 100, 1, 1, 0, 58440,
11198, 5892, 109.03884, -64.96753, 100, 1, 1, 0, 58468,
11199, 5893, 111.31382, -69.83599, 100, 1, 1, 0, 58469,
11200, 5894, 81.51862, -71.56785, 100, 1, 1, 0, 58471,
11201, 5895, 103.9852, -71.44414, 100, 2, 1, 0, 58439,58440,
11202, 5896, 75.85606, -71.41397, 100, 2, 1, 0, 58411,58774,
11203, 5897, 110.22872, -71.53233, 100, 1, 1, 0, 58886,
11204, 5898, 115.57237, -71.47781, 100, 1, 1, 0, 58471,
11205, 5899, 69.99162, -71.50561, 100, 1, 1, 0, 58797,
11206, 5900, 64.19231, -71.56813, 100, 1, 1, 0, 58469,
11407, 5937, 92.8828, 4.91242, 100, 1, 1, 0, 59234,
11408, 5938, 96.32999, 5.3102, 100, 1, 1, 0, 58798,
11440, 5939, 98.20038, 4.27645, 100, 1, 1, 0, 58474,
11441, 5939, 98.20038, 4.27645, 200, 3, 3, 0, 58474,59201,59224,
11442, 5940, 85.90176, -70.07064, 100, 1, 1, 0, 58502,
11443, 5941, 81.78489, -70.98956, 100, 1, 1, 0, 58502,
11444, 5942, 77.20012, -71.5062, 100, 2, 1, 0, 58502,58503,
11489, 5960, 108.12186, -27.71059, 110, 3, 3, 0, 58481,58501,58509,
11490, 5960, 108.12186, -27.71059, 210, 3, 3, 0, 58768,58825,58860,
11491, 5960, 108.12186, -27.71059, 320, 3, 3, 0, 58861,58887,58891,
11492, 5475, 122.81875, -33.14427, 320, 3, 3, 0, 58861,58887,58890,
11493, 5475, 122.81875, -33.14427, 420, 3, 3, 0, 58862,58888,58891,
11494, 5477, 111.79851, -25.92839, 200, 3, 3, 0, 58800,58803,58826,
11495, 5476, 119.79518, -22.09431, 200, 3, 3, 0, 58594,58824,58862,
11496, 5961, 109.53114, -39.262, 110, 3, 3, 0, 58593,58825,58828,
11497, 5648, 151.12972, -55.56894, 320, 3, 3, 0, 58474,58479,58500,
11498, 5647, 144.36438, -60.26752, 210, 3, 3, 0, 58507,58563,58566,
11499, 5972, 108.82921, -58.2739, 100, 1, 1, 0, 58503,
11500, 5973, 108.20893, -60.08541, 100, 1, 1, 0, 58506,
11501, 5974, 103.30149, -61.65142, 100, 1, 1, 0, 58504,
11502, 5975, 114.78955, -61.70475, 100, 1, 1, 0, 58504,
11503, 5976, 109.81687, -63.37029, 100, 1, 1, 0, 58505,
11504, 5977, 114.20712, -63.30043, 100, 1, 1, 0, 58502,
11505, 5978, 104.96079, -64.81182, 100, 1, 1, 0, 58505,
11506, 5979, 111.98162, -68.15541, 100, 1, 1, 0, 58835,
11507, 5980, 100.58785, -69.8256, 100, 1, 1, 0, 58506,
11508, 5981, 95.07878, -69.78491, 100, 1, 1, 0, 58505,
11509, 5982, 89.96456, -69.86059, 100, 1, 1, 0, 58912,
11510, 5983, 84.57646, -69.85864, 100, 1, 1, 0, 58506,
11511, 5984, 68.54617, -68.17566, 100, 1, 1, 0, 58506,
11512, 5985, 105.79187, -69.71709, 100, 1, 1, 0, 58503,
11513, 5986, 79.4432, -69.84924, 100, 1, 1, 0, 58505,
11514, 5987, 74.19616, -69.84021, 100, 1, 1, 0, 58504,
11515, 5988, 98.6442, -71.52939, 100, 1, 1, 0, 58795,
11516, 5989, 92.57427, -71.44283, 100, 1, 1, 0, 58504,
11517, 5990, 87.50649, -71.51312, 100, 1, 1, 0, 58503,
11518, 5991, 69.0363, -69.94555, 100, 1, 1, 0, 58504,
11581, 5960, 108.12186, -27.71059, 420, 3, 3, 0, 58862,58888,58890,
11582, 5961, 109.53114, -39.262, 210, 3, 3, 0, 58826,58829,58859,
11583, 5992, 119.15645, -5.03137, 100, 3, 3, 0, 58476,58480,58507,
11584, 5993, 119.08105, -52.31095, 110, 3, 3, 0, 58475,58480,58501,
11585, 5993, 119.08105, -52.31095, 210, 3, 3, 0, 58476,58508,58566,
